1601,0,root,root,2023/01/11 09:52:08,logou no sistema
1600,0,root,root,2023/01/11 09:52:05,logou no sistema
1599,0,root,root,2023/01/11 09:52:00,logou no sistema
1598,0,root,root,2023/01/11 09:51:54,logou no sistema
1597,20,Jose Cabel,cliente,2023/01/11 09:51:47,logou no sistema
1596,0,root,root,2023/01/11 09:48:37,logou no sistema
1595,0,root,root,2023/01/11 09:48:24,logou no sistema
1594,0,root,root,2023/01/11 09:48:05,logou no sistema
1593,0,root,root,2023/01/11 09:47:59,logou no sistema
1592,0,root,root,2023/01/11 09:47:52,logou no sistema
1591,0,root,root,2023/01/11 09:46:54,logou no sistema
1590,32,Roberta Portas,cliente,2023/01/11 09:44:47,logou no sistema
1589,31,Marcia Silva,funcionario,2023/01/11 09:44:35,Deposito de 1000.0 na conta ID32
1588,31,Marcia Silva,funcionario,2023/01/11 09:44:34,logou no sistema
1587,32,Roberta Portas,cliente,2023/01/11 09:43:33,logou no sistema
1586,32,Roberta Portas,cliente,2023/01/11 09:43:33,Falhou em Calcular Saldo: mais detalhes:java.lang.ArrayIndexOutOfBoundsException: Index 2 out of bounds for length 1
1585,32,Roberta Portas,cliente,2023/01/11 09:43:26,logou no sistema
1584,32,Roberta Portas,cliente,2023/01/11 09:43:26,Falhou em Calcular Saldo: mais detalhes:java.lang.ArrayIndexOutOfBoundsException: Index 2 out of bounds for length 1
1583,0,root,root,2023/01/11 09:43:01,logou no sistema
1582,0,root,root,2023/01/11 09:42:31,logou no sistema
1581,0,root,root,2023/01/11 09:42:24,logou no sistema
1580,0,root,root,2023/01/11 09:42:18,logou no sistema
1579,0,root,root,2023/01/11 09:42:12,logou no sistema
1578,0,root,root,2023/01/11 09:42:07,logou no sistema
1577,0,root,root,2022/12/21 19:46:36,logou no sistema
1576,0,root,root,2022/12/21 19:46:32,logou no sistema
1575,31,Marcia Silva,funcionario,2022/12/21 19:28:34,Levantamento de 500000.0 na conta ID22
1574,31,Marcia Silva,funcionario,2022/12/21 19:28:34,logou no sistema
1573,31,Marcia Silva,funcionario,2022/12/21 19:28:28,logou no sistema
1572,22,Jaime Fonseca,cliente,2022/12/21 19:27:35,logou no sistema
1571,31,Marcia Silva,funcionario,2022/12/21 19:27:30,Levantamento de 300000.0 na conta ID22
1570,31,Marcia Silva,funcionario,2022/12/21 19:27:30,logou no sistema
1569,22,Jaime Fonseca,cliente,2022/12/21 19:27:21,logou no sistema
1568,31,Marcia Silva,funcionario,2022/12/21 19:27:17,logou no sistema
1567,31,Marcia Silva,funcionario,2022/12/21 19:27:14,logou no sistema
1566,31,Marcia Silva,funcionario,2022/12/21 19:25:15,logou no sistema
1565,31,Marcia Silva,funcionario,2022/12/21 19:25:14,logou no sistema
1564,31,Marcia Silva,funcionario,2022/12/21 19:25:14,logou no sistema
1563,31,Marcia Silva,funcionario,2022/12/21 19:25:14,logou no sistema
1562,31,Marcia Silva,funcionario,2022/12/21 19:24:39,Levantamento de 300000.0 na conta ID22
1561,31,Marcia Silva,funcionario,2022/12/21 19:24:39,logou no sistema
1560,31,Marcia Silva,funcionario,2022/12/21 19:24:31,logou no sistema
1559,22,Jaime Fonseca,cliente,2022/12/21 19:24:11,logou no sistema
1558,22,Jaime Fonseca,cliente,2022/12/21 19:18:22,logou no sistema
1557,31,Marcia Silva,funcionario,2022/12/21 19:18:19,logou no sistema
1556,22,Jaime Fonseca,cliente,2022/12/21 19:17:57,logou no sistema
1555,31,Marcia Silva,funcionario,2022/12/21 19:17:52,logou no sistema
1554,22,Jaime Fonseca,cliente,2022/12/21 19:17:38,logou no sistema
1553,31,Marcia Silva,funcionario,2022/12/21 19:17:28,logou no sistema
1552,31,Marcia Silva,funcionario,2022/12/21 19:17:25,logou no sistema
1551,0,root,root,2022/12/21 19:17:20,logou no sistema
1550,0,root,root,2022/12/21 19:17:14,logou no sistema
1549,31,Marcia Silva,funcionario,2022/12/21 19:16:58,logou no sistema
1548,31,Marcia Silva,funcionario,2022/12/21 19:16:57,logou no sistema
1547,31,Marcia Silva,funcionario,2022/12/21 19:01:43,logou no sistema
1546,31,Marcia Silva,funcionario,2022/12/21 19:01:29,logou no sistema
1545,31,Marcia Silva,funcionario,2022/12/21 19:01:29,logou no sistema
1544,31,Marcia Silva,funcionario,2022/12/21 19:01:29,logou no sistema
1543,26,Roberto Jesus Carvalho,cliente,2022/12/21 19:01:03,logou no sistema
1542,31,Marcia Silva,funcionario,2022/12/21 19:00:54,logou no sistema
1541,26,Roberto Jesus Carvalho,cliente,2022/12/21 19:00:06,logou no sistema
1540,31,Marcia Silva,funcionario,2022/12/21 19:00:03,logou no sistema
1539,31,Marcia Silva,funcionario,2022/12/21 19:00:02,logou no sistema
1538,31,Marcia Silva,funcionario,2022/12/21 19:00:02,logou no sistema
1537,31,Marcia Silva,funcionario,2022/12/21 19:00:02,logou no sistema
1536,31,Marcia Silva,funcionario,2022/12/21 19:00:01,logou no sistema
1535,26,Roberto Jesus Carvalho,cliente,2022/12/21 18:56:09,logou no sistema
1534,31,Marcia Silva,funcionario,2022/12/21 18:56:03,logou no sistema
1533,26,Roberto Jesus Carvalho,cliente,2022/12/21 18:51:39,logou no sistema
1532,31,Marcia Silva,funcionario,2022/12/21 18:51:30,logou no sistema
1531,26,Roberto Jesus Carvalho,cliente,2022/12/21 18:51:09,logou no sistema
1530,31,Marcia Silva,funcionario,2022/12/21 18:51:01,logou no sistema
1529,31,Marcia Silva,funcionario,2022/12/21 18:50:38,logou no sistema
1528,31,Marcia Silva,funcionario,2022/12/21 18:50:30,logou no sistema
1527,26,Roberto Jesus Carvalho,cliente,2022/12/21 18:50:09,logou no sistema
1526,31,Marcia Silva,funcionario,2022/12/21 18:46:05,logou no sistema
1525,31,Marcia Silva,funcionario,2022/12/21 18:46:04,logou no sistema
1524,31,Marcia Silva,funcionario,2022/12/21 18:46:04,logou no sistema
1523,31,Marcia Silva,funcionario,2022/12/21 18:46:04,logou no sistema
1522,26,Roberto Jesus Carvalho,cliente,2022/12/21 18:39:38,logou no sistema
1521,31,Marcia Silva,funcionario,2022/12/21 18:39:19,logou no sistema
1520,31,Marcia Silva,funcionario,2022/12/21 18:39:13,logou no sistema
1519,31,Marcia Silva,funcionario,2022/12/21 18:38:59,logou no sistema
1518,31,Marcia Silva,funcionario,2022/12/21 18:38:58,logou no sistema
1517,31,Marcia Silva,funcionario,2022/12/21 18:38:58,logou no sistema
1516,26,Roberto Jesus Carvalho,cliente,2022/12/21 18:34:08,logou no sistema
1515,20,Jose Cabel,cliente,2022/12/21 18:33:35,logou no sistema
1514,20,Jose Cabel,cliente,2022/12/21 18:33:33,logou no sistema
1513,20,Jose Cabel,cliente,2022/12/21 18:33:17,logou no sistema
1512,32,Roberta Portas,cliente,2022/12/21 18:11:27,logou no sistema
1511,32,Roberta Portas,cliente,2022/12/21 18:09:25,logou no sistema
1510,32,Roberta Portas,cliente,2022/12/21 18:09:23,logou no sistema
1509,32,Roberta Portas,cliente,2022/12/21 18:09:15,logou no sistema
1508,32,Roberta Portas,cliente,2022/12/21 18:09:13,logou no sistema
1507,32,Roberta Portas,cliente,2022/12/21 18:09:05,logou no sistema
1506,32,Roberta Portas,cliente,2022/12/21 18:09:02,logou no sistema
1505,32,Roberta Portas,cliente,2022/12/21 18:05:14,logou no sistema
1504,31,Marcia Silva,funcionario,2022/12/21 18:04:52,logou no sistema
1503,31,Marcia Silva,funcionario,2022/12/21 18:04:46,logou no sistema
1502,31,Marcia Silva,funcionario,2022/12/21 18:04:42,logou no sistema
1501,31,Marcia Silva,funcionario,2022/12/21 18:04:42,logou no sistema
1500,31,Marcia Silva,funcionario,2022/12/21 18:04:42,logou no sistema
1499,32,Roberta Portas,cliente,2022/12/21 18:04:24,logou no sistema
1498,20,Jose Cabel,cliente,2022/12/21 18:03:50,logou no sistema
1497,31,Marcia Silva,funcionario,2022/12/21 18:03:37,logou no sistema
1496,31,Marcia Silva,funcionario,2022/12/21 18:03:32,logou no sistema
1495,0,root,root,2022/12/21 05:11:24,logou no sistema
1494,32,Roberta Portas,cliente,2022/12/21 05:11:08,logou no sistema
1493,32,Roberta Portas,cliente,2022/12/21 05:10:40,logou no sistema
1492,32,Roberta Portas,cliente,2022/12/21 05:08:39,logou no sistema
1491,32,Roberta Portas,cliente,2022/12/21 05:08:34,logou no sistema
1490,32,Roberta Portas,cliente,2022/12/21 05:08:29,logou no sistema
1489,31,Marcia Silva,funcionario,2022/12/21 05:08:01,logou no sistema
1488,31,Marcia Silva,funcionario,2022/12/21 05:07:55,logou no sistema
1487,31,Marcia Silva,funcionario,2022/12/21 05:03:57,logou no sistema
1486,31,Marcia Silva,funcionario,2022/12/21 05:03:52,logou no sistema
1485,31,Marcia Silva,funcionario,2022/12/21 05:03:34,logou no sistema
1484,31,Marcia Silva,funcionario,2022/12/21 05:03:23,logou no sistema
1483,31,Marcia Silva,funcionario,2022/12/21 05:03:14,logou no sistema
1482,31,Marcia Silva,funcionario,2022/12/21 05:03:05,logou no sistema
1481,31,Marcia Silva,funcionario,2022/12/21 05:01:47,logou no sistema
1480,31,Marcia Silva,funcionario,2022/12/21 05:01:36,logou no sistema
1479,0,root,root,2022/12/21 05:00:45,logou no sistema
1478,0,root,root,2022/12/21 05:00:31,logou no sistema
1477,31,Marcia Silva,funcionario,2022/12/21 05:00:27,logou no sistema
1476,0,root,root,2022/12/21 05:00:14,logou no sistema
1475,32,Roberta Portas,cliente,2022/12/21 04:59:59,logou no sistema
1474,32,Roberta Portas,cliente,2022/12/21 04:59:57,logou no sistema
1473,31,Marcia Silva,funcionario,2022/12/21 04:56:46,logou no sistema
1472,31,Marcia Silva,funcionario,2022/12/21 04:56:40,logou no sistema
1471,31,Marcia Silva,funcionario,2022/12/21 04:56:35,logou no sistema
1470,31,Marcia Silva,funcionario,2022/12/21 04:56:31,logou no sistema
1469,31,Marcia Silva,funcionario,2022/12/21 04:55:14,logou no sistema
1468,32,Roberta Portas,cliente,2022/12/21 04:55:07,logou no sistema
1467,31,Marcia Silva,funcionario,2022/12/21 04:54:42,logou no sistema
1466,31,Marcia Silva,funcionario,2022/12/21 04:46:45,logou no sistema
1465,31,Marcia Silva,funcionario,2022/12/21 04:46:40,logou no sistema
1464,31,Marcia Silva,funcionario,2022/12/21 04:46:40,logou no sistema
1463,31,Marcia Silva,funcionario,2022/12/21 04:46:37,logou no sistema
1462,31,Marcia Silva,funcionario,2022/12/21 04:46:35,logou no sistema
1461,31,Marcia Silva,funcionario,2022/12/21 04:45:24,logou no sistema
1460,31,Marcia Silva,funcionario,2022/12/21 04:45:17,logou no sistema
1459,31,Marcia Silva,funcionario,2022/12/21 04:44:20,logou no sistema
1458,31,Marcia Silva,funcionario,2022/12/21 04:43:27,logou no sistema
1457,31,Marcia Silva,funcionario,2022/12/21 04:43:10,logou no sistema
1456,31,Marcia Silva,funcionario,2022/12/21 04:43:00,logou no sistema
1455,31,Marcia Silva,funcionario,2022/12/21 04:43:00,logou no sistema
1454,31,Marcia Silva,funcionario,2022/12/21 04:43:00,logou no sistema
1453,31,Marcia Silva,funcionario,2022/12/21 04:42:59,logou no sistema
1452,31,Marcia Silva,funcionario,2022/12/21 04:33:44,logou no sistema
1451,31,Marcia Silva,funcionario,2022/12/21 04:33:00,logou no sistema
1450,32,Roberta Portas,cliente,2022/12/21 04:26:09,logou no sistema
1449,0,root,root,2022/12/21 03:37:02,logou no sistema
1448,0,root,root,2022/12/21 03:36:59,logou no sistema
1447,0,root,root,2022/12/21 03:36:26,logou no sistema
1446,0,root,root,2022/12/21 03:36:24,logou no sistema
1445,0,root,root,2022/12/21 03:36:22,logou no sistema
1444,31,Marcia Silva,funcionario,2022/12/21 03:33:28,logou no sistema
1443,32,Roberta Portas,cliente,2022/12/21 03:32:41,logou no sistema
1442,32,Roberta Portas,cliente,2022/12/21 03:32:22,logou no sistema
1441,32,Roberta Portas,cliente,2022/12/21 03:32:18,logou no sistema
1440,32,Roberta Portas,cliente,2022/12/21 03:32:16,Alterou sua Password
1439,32,Roberta Portas,cliente,2022/12/21 03:32:16,logou no sistema
1438,32,Roberta Portas,cliente,2022/12/21 03:31:43,logou no sistema
1437,31,Marcia Silva,funcionario,2022/12/21 03:30:31,Criou usuario Roberta Portas com id: 32
1436,31,Marcia Silva,funcionario,2022/12/21 03:30:31,logou no sistema
1435,0,root,root,2022/12/21 03:28:31,Criou usuario Marcia Silva com id: 31
1434,0,root,root,2022/12/21 03:28:31,logou no sistema
1433,0,root,root,2022/12/21 03:26:59,Criou usuario Roberta Portas com id: 38
1432,0,root,root,2022/12/21 03:26:52,logou no sistema
1431,0,root,root,2022/12/21 03:25:45,Criou usuario Marcia Silva com id: 37
1430,0,root,root,2022/12/21 03:24:53,logou no sistema
1429,0,root,root,2022/12/20 19:19:23,logou no sistema
1428,-1,system,root,2022/12/20 19:19:07,Criando ficheiro: DATA/clientes/35.dat
1427,0,root,root,2022/12/20 19:19:07,Criou usuario João Caramelo com id: 35
1426,0,root,root,2022/12/20 19:19:07,logou no sistema
1425,-1,system,root,2022/12/20 19:18:59,Criando ficheiro: DATA/clientes/34.dat
1424,0,root,root,2022/12/20 19:18:59,Criou usuario João Caramelo com id: 34
1423,0,root,root,2022/12/20 19:18:59,logou no sistema
1422,-1,system,root,2022/12/20 19:18:33,Criando ficheiro: DATA/clientes/33.dat
1421,0,root,root,2022/12/20 19:18:33,Criou usuario João Caramelo com id: 33
1420,0,root,root,2022/12/20 19:18:33,logou no sistema
1419,-1,system,root,2022/12/20 19:18:25,Criando ficheiro: DATA/clientes/32.dat
1418,0,root,root,2022/12/20 19:18:25,Criou usuario João Caramelo com id: 32
1417,0,root,root,2022/12/20 19:13:52,logou no sistema
1416,-1,system,root,2022/12/20 19:13:21,Criando ficheiro: DATA/clientes/31.dat
1415,0,root,root,2022/12/20 19:13:21,Criou usuario João Caramelo com id: 31
1414,0,root,root,2022/12/20 19:13:21,logou no sistema
1413,0,root,root,2022/12/20 18:21:32,logou no sistema
1412,0,root,root,2022/12/20 18:18:04,logou no sistema
1411,0,root,root,2022/12/20 18:16:51,logou no sistema
1410,0,root,root,2022/12/20 18:15:21,logou no sistema
1409,0,root,root,2022/12/20 18:12:33,logou no sistema
1408,0,root,root,2022/12/20 18:10:58,Criou usuario Marcia Silva com id: 35
1407,0,root,root,2022/12/20 18:10:58,logou no sistema
1406,0,root,root,2022/12/20 18:06:01,logou no sistema
1405,0,root,root,2022/12/20 18:04:20,Criou usuario Marcia Silva com id: 33
1404,0,root,root,2022/12/20 18:04:13,logou no sistema
1403,0,root,root,2022/12/20 18:02:34,Criou usuario Marcia S com id: 32
1402,0,root,root,2022/12/20 18:01:28,logou no sistema
1401,0,root,root,2022/12/20 17:57:46,logou no sistema
1400,0,root,root,2022/12/20 17:57:24,logou no sistema
1399,0,root,root,2022/12/20 17:55:41,Criou usuario Joana santos com id: 31
1398,0,root,root,2022/12/20 17:55:41,logou no sistema
1397,0,root,root,2022/12/20 17:46:27,Criou usuario Jose Cabel com id: 31
1396,0,root,root,2022/12/20 17:46:27,logou no sistema
1395,0,root,root,2022/12/20 17:46:03,logou no sistema
1394,0,root,root,2022/12/20 17:45:18,logou no sistema
1393,0,root,root,2022/12/20 17:44:36,logou no sistema
1392,0,root,root,2022/12/20 17:44:35,logou no sistema
1391,0,root,root,2022/12/20 17:44:09,logou no sistema
1390,0,root,root,2022/12/20 17:44:06,logou no sistema
1389,0,root,root,2022/12/20 17:44:05,logou no sistema
1388,0,root,root,2022/12/20 17:43:23,logou no sistema
1387,0,root,root,2022/12/20 17:43:18,logou no sistema
1386,0,root,root,2022/12/20 17:43:10,logou no sistema
1385,0,root,root,2022/12/20 17:43:00,logou no sistema
1384,0,root,root,2022/12/20 17:41:02,logou no sistema
1383,0,root,root,2022/12/20 17:40:35,logou no sistema
1382,0,root,root,2022/12/20 17:40:28,logou no sistema
1381,0,root,root,2022/12/20 17:40:22,logou no sistema
1380,20,Jose Cabel,cliente,2022/12/20 17:39:14,logou no sistema
1379,20,Jose Cabel,cliente,2022/12/20 17:39:13,logou no sistema
1378,20,Jose Cabel,cliente,2022/12/20 17:39:09,logou no sistema
1377,20,Jose Cabel,cliente,2022/12/20 17:39:02,logou no sistema
1376,20,Jose Cabel,cliente,2022/12/20 17:38:23,logou no sistema
1375,20,Jose Cabel,cliente,2022/12/20 17:37:55,logou no sistema
1374,26,Roberto Jesus Carvalho,cliente,2022/12/20 17:37:26,logou no sistema
1373,26,Roberto Jesus Carvalho,cliente,2022/12/20 17:37:23,logou no sistema
1372,26,Roberto Jesus Carvalho,cliente,2022/12/20 17:35:52,logou no sistema
1371,26,Roberto Jesus Carvalho,cliente,2022/12/20 17:35:37,logou no sistema
1370,26,Roberto Jesus Carvalho,cliente,2022/12/20 17:35:24,logou no sistema
1369,23,Raquel Rosario,cliente,2022/12/20 17:35:01,logou no sistema
1368,26,Roberto Jesus Carvalho,cliente,2022/12/20 17:31:44,logou no sistema
1367,26,Roberto Jesus Carvalho,cliente,2022/12/20 17:31:43,logou no sistema
1366,26,Roberto Jesus Carvalho,cliente,2022/12/20 17:31:17,logou no sistema
1365,26,Roberto Jesus Carvalho,cliente,2022/12/20 17:31:15,logou no sistema
1364,26,Roberto Jesus Carvalho,cliente,2022/12/20 17:30:51,logou no sistema
1363,20,Jose Cabel,cliente,2022/12/18 20:11:53,logou no sistema
1362,26,Roberto Jesus Carvalho,cliente,2022/12/18 20:11:40,logou no sistema
1361,26,Roberto Jesus Carvalho,cliente,2022/12/18 20:11:38,logou no sistema
1360,26,Roberto Jesus Carvalho,cliente,2022/12/18 20:11:13,logou no sistema
1359,20,Jose Cabel,cliente,2022/12/18 20:11:06,logou no sistema
1358,20,Jose Cabel,cliente,2022/12/18 20:11:05,logou no sistema
1357,20,Jose Cabel,cliente,2022/12/18 20:10:11,logou no sistema
1356,26,Roberto Jesus Carvalho,cliente,2022/12/18 20:09:36,logou no sistema
1355,26,Roberto Jesus Carvalho,cliente,2022/12/18 20:09:34,logou no sistema
1354,26,Roberto Jesus Carvalho,cliente,2022/12/18 20:09:08,logou no sistema
1353,26,Roberto Jesus Carvalho,cliente,2022/12/18 20:09:06,logou no sistema
1352,26,Roberto Jesus Carvalho,cliente,2022/12/18 20:08:38,logou no sistema
1351,20,Jose Cabel,cliente,2022/12/18 20:08:22,logou no sistema
1350,20,Jose Cabel,cliente,2022/12/18 20:08:19,logou no sistema
1349,20,Jose Cabel,cliente,2022/12/18 20:07:32,logou no sistema
1348,26,Roberto Jesus Carvalho,cliente,2022/12/18 20:07:09,logou no sistema
1347,26,Roberto Jesus Carvalho,cliente,2022/12/18 20:06:56,logou no sistema
1346,26,Roberto Jesus Carvalho,cliente,2022/12/18 20:06:51,logou no sistema
1345,26,Roberto Jesus Carvalho,cliente,2022/12/18 20:06:35,logou no sistema
1344,26,Roberto Jesus Carvalho,cliente,2022/12/18 20:06:32,logou no sistema
1343,26,Roberto Jesus Carvalho,cliente,2022/12/18 20:06:15,logou no sistema
1342,20,Jose Cabel,cliente,2022/12/18 20:05:19,logou no sistema
1341,20,Jose Cabel,cliente,2022/12/18 20:03:49,logou no sistema
1340,0,root,root,2022/12/18 20:03:35,logou no sistema
1339,0,root,root,2022/12/18 19:35:38,logou no sistema
1338,0,root,root,2022/12/18 19:35:22,logou no sistema
1337,0,root,root,2022/12/18 19:34:18,logou no sistema
1336,26,Roberto Jesus Carvalho,cliente,2022/12/18 19:34:07,logou no sistema
1335,26,Roberto Jesus Carvalho,cliente,2022/12/18 19:34:05,Alteração do nome de Roberto Jesus Carvalho para Roberto Jesus Carvalho e email de carjesus.55@gmail.com para carvjesus.56@gmail.com
1334,26,Roberto Jesus Carvalho,cliente,2022/12/18 19:34:05,logou no sistema
1333,26,Roberto Jesus Carvalho,cliente,2022/12/18 19:33:49,logou no sistema
1332,0,root,root,2022/12/18 19:33:33,logou no sistema
1331,0,root,root,2022/12/18 19:31:40,logou no sistema
1330,0,root,root,2022/12/18 19:11:47,logou no sistema
1329,0,root,root,2022/12/18 19:07:25,logou no sistema
1328,0,root,root,2022/12/18 19:07:11,logou no sistema
1327,0,root,root,2022/12/18 19:07:08,logou no sistema
1326,0,root,root,2022/12/18 19:05:54,logou no sistema
1325,0,root,root,2022/12/18 19:05:54,logou no sistema
1324,0,root,root,2022/12/18 19:05:51,logou no sistema
1323,0,root,root,2022/12/18 19:05:39,logou no sistema
1322,0,root,root,2022/12/18 19:05:34,logou no sistema
1321,0,root,root,2022/12/18 19:05:30,logou no sistema
1320,0,root,root,2022/12/18 19:05:23,logou no sistema
1319,0,root,root,2022/12/18 19:05:20,logou no sistema
1318,0,root,root,2022/12/18 19:05:11,logou no sistema
1317,0,root,root,2022/12/18 19:05:08,logou no sistema
1316,0,root,root,2022/12/18 19:05:06,logou no sistema
1315,0,root,root,2022/12/18 19:05:04,logou no sistema
1314,0,root,root,2022/12/18 19:04:57,logou no sistema
1313,0,root,root,2022/12/18 19:04:49,logou no sistema
1312,0,root,root,2022/12/18 19:04:38,logou no sistema
1311,0,root,root,2022/12/18 19:04:35,logou no sistema
1310,29,Eunislau Fonseca,cliente,2022/12/18 19:04:21,logou no sistema
1309,29,Eunislau Fonseca,cliente,2022/12/18 19:04:19,Alteração do nome de Eunislau Fonseca para Eunislau Fonseca e email de eusca@hotmail.com para eunis.ca@hotmail.com
1308,29,Eunislau Fonseca,cliente,2022/12/18 19:04:19,logou no sistema
1307,29,Eunislau Fonseca,cliente,2022/12/18 19:03:56,logou no sistema
1306,20,Jose Cabel,cliente,2022/12/18 19:03:50,logou no sistema
1305,20,Jose Cabel,cliente,2022/12/18 19:03:39,logou no sistema
1304,20,Jose Cabel,cliente,2022/12/18 19:03:28,logou no sistema
1303,20,Jose Cabel,cliente,2022/12/18 19:03:25,logou no sistema
1302,20,Jose Cabel,cliente,2022/12/18 19:03:23,logou no sistema
1301,20,Jose Cabel,cliente,2022/12/18 19:02:51,logou no sistema
1300,20,Jose Cabel,cliente,2022/12/18 19:02:49,logou no sistema
1299,20,Jose Cabel,cliente,2022/12/18 19:02:31,logou no sistema
1298,29,Eunislau Fonseca,cliente,2022/12/18 19:02:10,logou no sistema
1297,0,root,root,2022/12/18 18:28:48,logou no sistema
1296,0,root,root,2022/12/18 18:28:46,logou no sistema
1295,0,root,root,2022/12/18 18:28:33,logou no sistema
1294,0,root,root,2022/12/18 18:28:29,logou no sistema
1293,0,root,root,2022/12/18 18:26:25,logou no sistema
1292,0,root,root,2022/12/18 18:26:23,logou no sistema
1291,0,root,root,2022/12/18 18:24:27,logou no sistema
1290,0,root,root,2022/12/18 18:24:24,logou no sistema
1289,3,Jorge Rafael,cliente,2022/12/18 18:24:15,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA\clientes\3.dat (O sistema não conseguiu localizar o ficheiro especificado)
1288,0,root,root,2022/12/18 18:24:15,logou no sistema
1287,0,root,root,2022/12/18 18:24:14,logou no sistema
1286,3,Jorge Rafael,cliente,2022/12/18 18:22:04,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA\clientes\3.dat (O sistema não conseguiu localizar o ficheiro especificado)
1285,0,root,root,2022/12/18 18:22:04,logou no sistema
1284,3,Jorge Rafael,cliente,2022/12/18 18:22:04,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA\clientes\3.dat (O sistema não conseguiu localizar o ficheiro especificado)
1283,0,root,root,2022/12/18 18:22:04,logou no sistema
1282,3,Jorge Rafael,cliente,2022/12/18 18:22:04,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA\clientes\3.dat (O sistema não conseguiu localizar o ficheiro especificado)
1281,0,root,root,2022/12/18 18:22:04,logou no sistema
1280,3,Jorge Rafael,cliente,2022/12/18 18:22:04,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA\clientes\3.dat (O sistema não conseguiu localizar o ficheiro especificado)
1279,0,root,root,2022/12/18 18:22:04,logou no sistema
1278,0,root,root,2022/12/18 18:22:02,logou no sistema
1277,3,Jorge Rafael,cliente,2022/12/18 18:20:27,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA\clientes\3.dat (O sistema não conseguiu localizar o ficheiro especificado)
1276,0,root,root,2022/12/18 18:20:27,logou no sistema
1275,3,Jorge Rafael,cliente,2022/12/18 18:20:27,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA\clientes\3.dat (O sistema não conseguiu localizar o ficheiro especificado)
1274,0,root,root,2022/12/18 18:20:27,logou no sistema
1273,3,Jorge Rafael,cliente,2022/12/18 18:20:27,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA\clientes\3.dat (O sistema não conseguiu localizar o ficheiro especificado)
1272,0,root,root,2022/12/18 18:20:27,logou no sistema
1271,3,Jorge Rafael,cliente,2022/12/18 18:20:27,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA\clientes\3.dat (O sistema não conseguiu localizar o ficheiro especificado)
1270,0,root,root,2022/12/18 18:20:27,logou no sistema
1269,0,root,root,2022/12/18 18:20:26,logou no sistema
1268,20,Jose Cabel,cliente,2022/12/18 18:20:20,logou no sistema
1267,20,Jose Cabel,cliente,2022/12/18 17:48:23,logou no sistema
1266,20,Jose Cabel,cliente,2022/12/18 17:48:06,logou no sistema
1265,20,Jose dos Santos Cabel,cliente,2022/12/18 17:48:03,logou no sistema
1264,20,Jose dos Santos Cabel,cliente,2022/12/18 17:47:18,logou no sistema
1263,20,Jose dos Santos Cabel,cliente,2022/12/18 17:43:19,logou no sistema
1262,20,Jose dos Santos Cabel,cliente,2022/12/18 17:43:17,logou no sistema
1261,20,Jose dos Santos Cabel,cliente,2022/12/18 17:42:51,logou no sistema
1260,26,Roberto Jesus Carvalho,cliente,2022/12/18 17:40:38,logou no sistema
1259,26,Roberto Jesus Carvalho,cliente,2022/12/18 17:40:34,logou no sistema
1258,26,Roberto Jesus Carvalho,cliente,2022/12/18 17:40:32,logou no sistema
1257,26,Roberto Jesus Carvalho,cliente,2022/12/18 17:40:24,logou no sistema
1256,26,Roberto Jesus Carvalho,cliente,2022/12/18 17:40:21,logou no sistema
1255,26,Roberto Jesus Carvalho,cliente,2022/12/18 17:38:52,logou no sistema
1254,26,Roberto Jesus Carvalho,cliente,2022/12/18 17:38:50,logou no sistema
1253,26,Roberto Jesus Carvalho,cliente,2022/12/18 17:33:41,logou no sistema
1252,26,Roberto Jesus Carvalho,cliente,2022/12/18 17:33:34,logou no sistema
1251,26,Roberto Jesus Carvalho,cliente,2022/12/18 17:33:27,logou no sistema
1250,26,Roberto Jesus Carvalho,cliente,2022/12/18 17:33:00,logou no sistema
1249,3,Jorge Rafael,cliente,2022/12/18 17:32:46,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA\clientes\3.dat (O sistema não conseguiu localizar o ficheiro especificado)
1248,0,root,root,2022/12/18 17:32:46,logou no sistema
1247,3,Jorge Rafael,cliente,2022/12/18 17:32:46,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA\clientes\3.dat (O sistema não conseguiu localizar o ficheiro especificado)
1246,0,root,root,2022/12/18 17:32:46,logou no sistema
1245,0,root,root,2022/12/18 17:32:40,logou no sistema
1244,3,Jorge Rafael,cliente,2022/12/18 17:32:21,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA\clientes\3.dat (O sistema não conseguiu localizar o ficheiro especificado)
1243,0,root,root,2022/12/18 17:32:20,logou no sistema
